employee_id,nationality_group,industry,job_category,monthly_salary_kwd,start_date,end_date,reason_for_leaving,filed_dispute
2220,South Asian,Oil & Gas,IT Professional,285.57,2011-01-31,2012-02-21,Resignation,1
2221,South Asian,Finance,Driver,179.28,2018-04-13,2022-05-29,Termination,0
2222,South Asian,Construction,Clerk,216.91,1999-10-11,2011-09-25,Resignation,0
2223,Arab,Hospitality,Cook,217.78,2008-09-15,2014-07-18,Termination,0
2224,South Asian,Logistics,IT Professional,464.91,2017-06-20,2019-09-05,Termination,1
2225,South Asian,Health,Helper,113.34,2011-03-27,2020-11-04,Resignation,0
2226,South Asian,Construction,Manager,1185.56,2014-06-18,2017-07-26,Termination,0
2227,South Asian,Construction,Clerk,195.94,2008-08-20,2018-08-06,Resignation,0
2228,South Asian,Hospitality,Cook,203.69,2009-07-14,2016-11-01,Termination,0
2229,South Asian,IT,Nurse,572.66,2007-09-16,2010-06-09,Resignation,0
2230,South Asian,Construction,Helper,139.32,2014-09-04,2021-08-28,Termination,0
2231,Western,Construction,Driver,186.81,2019-06-09,2021-07-14,Resignation,0
2232,South Asian,Health,Accountant,333.99,2005-09-18,2014-11-02,Termination,0
2233,South Asian,Finance,Accountant,445.86,2003-09-29,2014-09-07,Termination,0
2234,Arab,Construction,Labourer,123.07,2012-11-16,2019-05-27,Termination,1
2235,South Asian,Construction,Engineer,589.97,2003-04-15,2010-05-01,Resignation,0
2236,Southeast Asian,Logistics,IT Professional,712.54,2009-05-02,2020-02-24,Resignation,0
2237,South Asian,Finance,Accountant,444.67,2022-09-16,2024-04-10,Termination,1
2238,South Asian,Construction,Driver,198.68,2018-06-13,2020-02-16,Resignation,0
2239,Arab,Logistics,Helper,108.91,2015-10-11,2017-08-28,Resignation,1
2240,South Asian,Hospitality,Engineer,1015.51,2014-04-09,2017-11-26,Resignation,0
2241,Arab,Health,Nurse,383.85,2010-07-06,2020-02-02,Resignation,1
2242,Arab,Construction,Engineer,756.98,2022-06-18,2023-11-12,Termination,0
2243,South Asian,Construction,Manager,748.5,2003-04-06,2011-12-07,Resignation,0
2244,South Asian,Construction,Driver,196.45,2019-09-22,2020-12-14,Resignation,0
2245,Southeast Asian,Construction,Driver,198.94,2004-08-08,2011-04-06,Resignation,0
2246,Western,Retail,Driver,146.29,2002-06-16,2010-11-27,Resignation,0
2247,Southeast Asian,Construction,IT Professional,389.83,2009-08-25,2016-06-27,Termination,0
2248,South Asian,IT,Labourer,124.74,2012-04-19,2014-10-20,Resignation,0
2249,Arab,Health,Cook,161.3,2009-05-19,2017-02-17,Resignation,0
2250,Southeast Asian,Retail,Engineer,721.77,2020-12-02,2023-10-08,Termination,0
2251,South Asian,Hospitality,Labourer,112.5,2011-07-15,2017-02-24,Contract End,0
2252,South Asian,Logistics,Nurse,421.59,2015-10-19,2021-09-30,Resignation,0
2253,South Asian,Finance,Accountant,299.69,2021-05-05,2024-11-07,Resignation,0
2254,Arab,Retail,Accountant,234.34,2014-07-08,2023-07-01,Resignation,0
2255,South Asian,IT,Manager,1210.07,2008-10-24,2019-08-08,Resignation,0
2256,South Asian,IT,Manager,1135.28,2020-10-02,2022-05-13,Resignation,0
2257,South Asian,Construction,Cook,183.43,2013-04-22,2018-07-10,Termination,1
2258,Southeast Asian,Oil & Gas,Helper,127.02,2008-04-09,2019-10-28,Resignation,0
2259,South Asian,Logistics,Engineer,600.6,2007-11-02,2012-07-02,Resignation,0
2260,Southeast Asian,Retail,Labourer,115.75,2022-08-04,2023-11-25,Resignation,0
2261,Southeast Asian,Health,Nurse,410.16,1999-12-23,2010-07-28,Resignation,0
2262,South Asian,Hospitality,Manager,1506.39,2003-11-08,2015-01-15,Termination,1
2263,Arab,Construction,Labourer,135.78,2020-01-09,2021-09-01,Resignation,0
2264,Southeast Asian,Oil & Gas,Helper,118.83,2004-03-23,2013-11-19,Resignation,0
2265,South Asian,Construction,Nurse,552.93,2007-01-04,2015-10-10,Resignation,0
2266,Arab,Retail,IT Professional,403.06,2011-04-17,2013-02-17,Resignation,0
2267,South Asian,Construction,Helper,138.7,2020-06-07,2024-08-23,Termination,0
2268,South Asian,Logistics,Nurse,439.17,2008-04-06,2018-09-07,Resignation,0
2269,South Asian,Health,Labourer,115.44,2013-03-24,2022-07-30,Resignation,0
2270,South Asian,Oil & Gas,Labourer,107.17,2005-12-30,2016-07-26,Resignation,0
2271,South Asian,Construction,Plumber,207.83,2007-02-19,2010-10-12,Termination,0
2272,South Asian,Construction,Plumber,187.72,2006-05-05,2010-07-16,Contract End,0
2273,South Asian,Finance,Engineer,1151.25,2006-08-05,2012-12-24,Resignation,0
2274,Western,Logistics,Manager,992.71,2004-08-20,2013-12-22,Resignation,1
2275,Southeast Asian,Health,Electrician,167.2,2021-09-01,2024-04-07,Termination,0
2276,South Asian,Retail,Nurse,354.96,2009-05-24,2018-05-04,Resignation,0
2277,South Asian,Health,Engineer,530.27,2006-11-26,2014-03-23,Termination,0
2278,Arab,Hospitality,Helper,124.11,2009-01-16,2015-01-24,Termination,0
2279,South Asian,Oil & Gas,Accountant,406.59,2010-10-14,2022-09-22,Termination,0
2280,South Asian,Construction,Cook,193.11,2009-06-29,2018-02-04,Resignation,1
2281,South Asian,Construction,Labourer,117.47,2010-10-28,2020-02-11,Contract End,0
2282,South Asian,Health,Cook,216.79,2008-05-29,2015-01-31,Resignation,0
2283,South Asian,Construction,Cook,216.83,2000-07-19,2010-03-06,Contract End,0
2284,South Asian,Construction,Accountant,248.36,2009-09-19,2014-10-16,Termination,0
2285,South Asian,Health,Engineer,975.79,2007-11-27,2013-11-08,Termination,0
2286,South Asian,Health,IT Professional,401.78,2008-12-12,2013-01-05,Termination,0
2287,South Asian,Retail,Plumber,196.44,2013-04-02,2016-03-27,Resignation,0
2288,Arab,Construction,IT Professional,544.99,2009-12-26,2021-02-14,Resignation,0
2289,South Asian,Construction,Manager,1589.56,2004-07-30,2012-08-25,Resignation,0
2290,Arab,IT,Labourer,120.24,2013-07-11,2021-05-01,Resignation,0
2291,Western,Retail,Helper,130.7,2012-10-11,2023-10-24,Resignation,0
2292,Southeast Asian,Oil & Gas,Cook,186.48,2003-06-21,2015-02-18,Termination,0
2293,Western,Hospitality,Helper,130.7,2014-01-19,2024-01-07,Contract End,0
2294,Western,Hospitality,Cook,154.56,2008-02-13,2010-12-29,Resignation,0
2295,South Asian,Health,Clerk,217.43,2014-09-23,2019-03-21,Termination,1
2296,South Asian,Retail,Plumber,246.1,2014-03-06,2016-09-25,Resignation,0
2297,South Asian,Oil & Gas,Labourer,118.68,2010-12-03,2018-07-12,Resignation,0
2298,South Asian,Retail,Driver,170.46,2018-12-27,2023-08-08,Resignation,0
2299,South Asian,Logistics,Electrician,219.77,2009-12-10,2019-03-11,Resignation,0
2300,South Asian,Logistics,Labourer,120.15,2007-03-23,2015-08-04,Termination,0
2301,African,Retail,Labourer,109.33,2015-08-09,2022-11-29,Termination,0
2302,Arab,Construction,Manager,1763.71,2011-02-24,2017-01-18,Resignation,0
2303,Arab,Finance,Cook,218.21,2020-11-27,2022-08-23,Termination,0
2304,South Asian,Health,Cook,194.93,2001-09-17,2010-09-09,Termination,0
2305,Western,Oil & Gas,Helper,102.09,2005-01-04,2013-03-25,Resignation,1
2306,South Asian,Retail,Nurse,523.44,2013-03-06,2018-09-26,Resignation,0
2307,Southeast Asian,Construction,Electrician,166.65,2004-12-19,2013-07-23,Resignation,0
2308,South Asian,Construction,Manager,1325.78,2007-08-10,2016-09-17,Contract End,0
2309,Southeast Asian,Oil & Gas,Manager,920.55,2009-10-06,2015-02-16,Termination,0
2310,Southeast Asian,Retail,Electrician,183.38,2003-01-25,2011-04-06,Resignation,0
2311,Arab,Logistics,Clerk,208.01,2012-03-27,2014-12-10,Termination,0
2312,Southeast Asian,Construction,Helper,120.14,2012-12-24,2014-09-02,Termination,0
2313,Southeast Asian,Oil & Gas,Labourer,129.4,2017-10-20,2019-05-15,Contract End,0
2314,Arab,Oil & Gas,Driver,176.45,2009-09-14,2010-09-21,Termination,0
2315,South Asian,Finance,Clerk,207.72,2007-06-05,2018-08-03,Contract End,0
2316,South Asian,Hospitality,Driver,141.22,2011-01-01,2013-04-22,Resignation,0
2317,Southeast Asian,Finance,Accountant,402.05,2005-09-24,2013-05-30,Termination,0
2318,African,Hospitality,Labourer,119.63,2013-06-09,2014-09-01,Contract End,0
2319,Western,Oil & Gas,Electrician,189.08,2014-09-26,2023-08-14,Termination,0
2320,South Asian,Hospitality,Cook,143.9,2005-02-02,2010-01-20,Termination,0
2321,South Asian,Construction,IT Professional,499.07,2013-11-09,2016-02-07,Resignation,0
2322,Southeast Asian,Health,IT Professional,525.98,2001-11-02,2010-07-16,Resignation,0
2323,South Asian,Construction,Electrician,236.67,2014-04-09,2020-10-03,Resignation,0
2324,South Asian,Construction,Clerk,237.98,2009-09-03,2017-05-08,Termination,0
2325,African,Finance,Helper,125.78,2011-05-10,2019-05-10,Resignation,0
2326,African,Construction,Clerk,212.38,2002-06-12,2011-09-29,Resignation,0
2327,Arab,Construction,Engineer,725.02,2019-08-19,2023-08-13,Contract End,0
2328,South Asian,IT,Cook,150.07,2014-12-04,2016-03-31,Contract End,0
2329,Arab,Logistics,Electrician,193.93,2006-04-04,2014-09-08,Resignation,0
2330,Southeast Asian,Construction,Helper,145.38,2010-12-09,2016-11-06,Termination,0
2331,Western,Logistics,Plumber,165.46,2011-12-13,2022-06-02,Resignation,1
2332,South Asian,Construction,Accountant,272.01,2003-10-16,2011-10-12,Resignation,1
2333,Southeast Asian,Logistics,Engineer,969.61,2012-10-13,2019-04-28,Contract End,0
2334,South Asian,Logistics,Clerk,247.21,2009-05-04,2010-06-23,Resignation,0
2335,Southeast Asian,Construction,Accountant,255.62,2001-03-08,2011-02-18,Resignation,0
2336,Arab,Construction,Accountant,334.84,2005-11-01,2013-03-11,Resignation,0
2337,Southeast Asian,IT,Plumber,191.62,2020-09-03,2022-10-20,Termination,0
2338,Arab,Construction,Engineer,735.9,2010-01-18,2014-11-19,Termination,0
2339,South Asian,IT,Cook,156.12,2002-01-26,2012-04-30,Termination,0
2340,Southeast Asian,Construction,IT Professional,486.35,2009-11-24,2012-02-23,Resignation,0
2341,South Asian,Construction,Clerk,242.23,2009-09-28,2018-03-08,Contract End,0
2342,Southeast Asian,Oil & Gas,Accountant,351.8,2003-04-11,2012-10-21,Termination,1
2343,South Asian,IT,Cook,202.09,2021-02-01,2022-11-07,Termination,0
2344,South Asian,Construction,Electrician,219.68,2013-12-08,2016-10-11,Contract End,0
2345,South Asian,Construction,Driver,150.28,2018-01-01,2023-12-15,Termination,0
2346,South Asian,Oil & Gas,Plumber,184.7,2014-10-22,2024-05-25,Resignation,0
2347,South Asian,Construction,Engineer,556.18,2013-04-15,2018-09-18,Resignation,1
2348,Western,Construction,Engineer,585.56,2006-09-03,2014-04-03,Termination,0
2349,South Asian,Health,Clerk,230.03,2010-08-02,2011-12-11,Resignation,0
2350,South Asian,Retail,Cook,201.67,2008-08-25,2019-03-20,Resignation,0
2351,South Asian,Logistics,Cook,138.48,2007-05-12,2019-03-25,Resignation,0
2352,Arab,Construction,Nurse,459.48,2008-08-25,2012-01-22,Resignation,0
2353,Southeast Asian,Retail,IT Professional,429.17,2010-02-03,2013-08-27,Resignation,0
2354,South Asian,Logistics,Cook,183.18,2014-02-23,2015-08-31,Resignation,0
2355,South Asian,Retail,Plumber,209.73,2009-08-04,2019-12-31,Resignation,0
2356,Arab,Hospitality,Clerk,195.32,2006-10-14,2018-09-19,Resignation,0
2357,South Asian,Oil & Gas,Helper,118.5,2016-10-10,2018-12-22,Resignation,0
2358,Arab,Retail,Accountant,246.79,2012-11-30,2023-12-27,Resignation,0
2359,South Asian,Construction,Nurse,448.17,2009-11-08,2019-02-06,Resignation,0
2360,South Asian,Construction,Manager,1713.55,2007-08-18,2015-02-26,Resignation,0
2361,South Asian,IT,Labourer,120.89,2009-12-13,2012-07-04,Resignation,0
2362,African,Health,Electrician,135.26,2000-08-30,2010-01-28,Resignation,0
2363,Southeast Asian,Oil & Gas,Cook,176.59,2020-12-23,2022-08-04,Termination,1
2364,South Asian,Construction,Labourer,132.32,2006-08-19,2010-10-10,Contract End,0
2365,Western,Logistics,Labourer,138.63,2015-12-29,2022-06-03,Resignation,0
2366,South Asian,Hospitality,Clerk,223.58,2020-12-22,2022-06-14,Resignation,1
2367,Southeast Asian,Construction,Cook,152.81,2007-03-25,2018-12-15,Termination,0
2368,South Asian,Health,Cook,159.08,2012-11-19,2019-09-18,Resignation,0
2369,Arab,Hospitality,Engineer,840.63,2010-07-02,2012-07-28,Resignation,0
2370,South Asian,Hospitality,Accountant,282.86,2010-09-13,2012-10-31,Resignation,0
2371,South Asian,Construction,Driver,159.12,2019-05-06,2024-11-02,Resignation,0
2372,South Asian,Hospitality,Engineer,745.91,2013-05-18,2017-04-03,Resignation,0
2373,South Asian,Construction,Labourer,100.25,2013-09-05,2014-09-09,Resignation,0
2374,African,Oil & Gas,IT Professional,405.8,1999-08-25,2010-08-02,Resignation,0
2375,South Asian,IT,Helper,100.87,2002-10-26,2012-09-25,Resignation,1
2376,Southeast Asian,Retail,Nurse,382.96,2014-08-21,2019-11-05,Termination,1
2377,South Asian,Oil & Gas,Clerk,150.26,2008-09-03,2015-10-03,Resignation,0
2378,South Asian,Hospitality,Plumber,182.59,2010-08-29,2022-03-19,Resignation,0
2379,South Asian,Oil & Gas,Helper,148.08,2017-11-05,2020-06-29,Resignation,1
2380,South Asian,Finance,Engineer,472.97,2016-07-25,2022-01-27,Termination,1
2381,South Asian,Construction,Cook,217.39,2019-09-22,2022-08-25,Termination,0
2382,Southeast Asian,Construction,Helper,124.44,2005-11-23,2014-08-27,Resignation,0
2383,Western,Retail,Manager,1102.96,2017-09-07,2019-12-15,Resignation,0
2384,South Asian,Construction,Driver,174.54,2007-09-29,2017-08-11,Resignation,0
2385,Southeast Asian,Construction,Accountant,301.12,2001-11-30,2011-05-30,Resignation,0
2386,Southeast Asian,Retail,Accountant,364.03,2015-06-27,2016-08-15,Contract End,1
2387,South Asian,Construction,Electrician,139.36,2011-04-27,2021-03-18,Resignation,0
2388,Southeast Asian,IT,Accountant,265.68,2010-05-19,2013-10-14,Resignation,1
2389,South Asian,Finance,Nurse,590.45,2010-08-04,2020-04-25,Resignation,0
2390,South Asian,Oil & Gas,Electrician,183.05,2007-10-17,2018-02-24,Termination,0
2391,Southeast Asian,Construction,Accountant,237.74,2002-05-14,2011-04-03,Resignation,0
2392,South Asian,Hospitality,Electrician,181.54,2014-04-02,2018-07-10,Termination,1
2393,Southeast Asian,Health,Plumber,231.93,2006-06-23,2015-06-17,Termination,1
2394,South Asian,Logistics,Helper,108.16,2014-03-31,2022-10-08,Resignation,1
2395,South Asian,Oil & Gas,Accountant,390.18,2007-08-26,2019-01-18,Resignation,0
2396,African,Retail,Accountant,393.15,2008-01-03,2011-07-29,Resignation,0
2397,South Asian,Health,Accountant,437.67,2010-07-02,2019-11-11,Termination,0
2398,Southeast Asian,Construction,Manager,1158.54,2022-07-18,2023-11-04,Resignation,0
2399,South Asian,Construction,IT Professional,797.21,2015-03-09,2018-05-12,Contract End,0
2400,South Asian,Health,Clerk,161.64,2000-03-18,2012-02-23,Termination,1
2401,South Asian,Hospitality,IT Professional,578.8,2000-03-14,2011-02-23,Resignation,0
2402,Western,Construction,Cook,177.22,2016-09-02,2023-07-09,Resignation,0
2403,South Asian,Health,Manager,799.26,2013-08-20,2022-08-29,Resignation,0
2404,Southeast Asian,Hospitality,Labourer,101.34,2009-12-14,2018-04-29,Resignation,1
2405,Arab,Construction,Manager,861.6,2003-07-15,2011-06-19,Resignation,0
2406,Southeast Asian,Hospitality,Nurse,378.61,2002-11-11,2012-10-10,Resignation,0
2407,African,Hospitality,Clerk,248.51,2010-04-11,2018-04-13,Resignation,0
2408,Arab,Logistics,IT Professional,719.43,2011-07-24,2018-12-06,Resignation,0
2409,Southeast Asian,Construction,Driver,166.78,2018-11-27,2022-06-30,Resignation,0
2410,South Asian,Construction,Helper,148.14,2010-11-13,2022-08-28,Contract End,0
2411,Southeast Asian,Construction,Clerk,175.35,2011-06-10,2017-05-06,Resignation,0
2412,Western,Oil & Gas,Helper,138.92,2012-01-03,2016-08-02,Termination,1
2413,Southeast Asian,Construction,IT Professional,390.36,2013-03-17,2023-10-01,Resignation,0
2414,South Asian,Hospitality,Electrician,205.68,2007-06-06,2016-02-14,Resignation,0
2415,Arab,Health,Driver,122.27,2012-09-17,2015-07-18,Resignation,0
2416,Southeast Asian,Retail,Cook,184.41,2005-03-20,2011-02-21,Contract End,1
2417,Southeast Asian,Construction,Nurse,336.48,2021-02-26,2022-09-14,Resignation,0
2418,South Asian,Finance,Electrician,148.15,2004-09-12,2015-07-26,Resignation,0
2419,South Asian,Logistics,Engineer,481.94,2010-11-06,2016-06-21,Resignation,1
2420,South Asian,Hospitality,Engineer,1106.57,2013-07-02,2020-12-27,Resignation,0
2421,Arab,Logistics,Accountant,398.18,2006-10-17,2013-08-12,Termination,0
2422,Southeast Asian,Construction,Driver,176.49,2017-03-24,2021-04-13,Termination,0
2423,Western,Construction,Engineer,947.35,2003-12-20,2010-01-17,Termination,0
2424,South Asian,Construction,Helper,119.07,2019-06-27,2020-07-03,Termination,1
2425,Southeast Asian,Construction,Driver,143.79,2008-09-19,2015-02-23,Termination,0
2426,Arab,Construction,Clerk,205.75,2002-10-17,2013-08-09,Termination,1
2427,South Asian,Retail,Nurse,548.45,2018-03-12,2019-08-04,Contract End,0
2428,South Asian,Retail,Driver,194.74,2015-05-03,2024-04-29,Contract End,0
2429,South Asian,Construction,Labourer,131.5,2015-08-04,2018-07-01,Resignation,0
2430,Southeast Asian,Health,Cook,175.96,2005-11-05,2017-09-21,Resignation,0
2431,South Asian,Construction,Electrician,170.84,2013-03-13,2020-03-17,Resignation,0
2432,Southeast Asian,Oil & Gas,Clerk,173.55,2019-01-18,2024-02-24,Contract End,0
2433,South Asian,IT,Cook,197.6,2007-11-15,2019-02-02,Termination,0
2434,Southeast Asian,Construction,Cook,208.76,2013-02-03,2014-10-23,Resignation,0
2435,South Asian,Oil & Gas,Accountant,253.1,2013-10-26,2021-11-27,Resignation,0
2436,South Asian,Construction,Cook,207.63,2016-12-04,2022-10-31,Resignation,0
2437,South Asian,Retail,IT Professional,789.09,2014-07-05,2020-03-04,Contract End,0
2438,Southeast Asian,IT,Cook,133.06,2013-04-09,2022-03-26,Resignation,0
2439,Southeast Asian,Health,Manager,733.57,2011-08-07,2019-04-21,Termination,0
2440,Southeast Asian,Construction,Labourer,111.37,2010-09-20,2020-03-20,Contract End,0
2441,African,Retail,Nurse,595.46,2002-06-08,2012-07-14,Resignation,0
2442,Arab,Hospitality,Manager,903.64,2019-08-26,2022-12-28,Resignation,0
2443,Southeast Asian,Construction,Cook,209.6,2015-01-15,2023-02-21,Resignation,0
2444,South Asian,Construction,Plumber,140.31,2005-12-11,2012-06-24,Termination,0
2445,African,Construction,Accountant,415.04,2007-02-09,2014-02-25,Resignation,0
2446,South Asian,IT,Helper,133.97,2002-08-02,2013-04-16,Resignation,0
2447,South Asian,Logistics,Engineer,1025.08,2005-11-30,2013-07-04,Termination,1
2448,African,Hospitality,Electrician,139.86,2006-09-20,2018-07-19,Termination,0
2449,South Asian,Construction,Plumber,219.83,2007-09-06,2014-05-14,Resignation,0
2450,African,Finance,Clerk,192.04,2009-09-03,2014-02-11,Resignation,0
2451,South Asian,Finance,Electrician,159.3,2000-12-14,2010-01-30,Resignation,0
2452,South Asian,Construction,Clerk,181.45,2005-05-14,2011-08-29,Resignation,0
2453,Arab,Construction,Plumber,180.14,2004-09-13,2012-09-29,Resignation,0
2454,South Asian,Construction,Manager,1963.66,2017-04-11,2023-09-06,Resignation,0
2455,South Asian,IT,Electrician,156.74,2014-02-25,2019-03-11,Termination,0
2456,South Asian,Finance,Manager,1284.0,2014-05-14,2024-10-16,Resignation,0
2457,Southeast Asian,Retail,Accountant,254.01,2010-08-18,2013-04-29,Resignation,0
2458,African,Hospitality,Helper,119.43,2017-07-28,2018-11-15,Resignation,0
2459,South Asian,Construction,Nurse,425.85,2013-03-21,2022-04-13,Contract End,0
2460,South Asian,Oil & Gas,Electrician,242.7,2021-07-12,2023-01-02,Resignation,0
2461,South Asian,Health,Clerk,202.44,2011-03-18,2014-01-02,Resignation,0
2462,Arab,Health,Plumber,237.51,2005-10-10,2015-12-09,Resignation,0
2463,Arab,Health,Clerk,167.24,2002-03-18,2011-01-22,Termination,0
2464,Southeast Asian,Logistics,Labourer,139.55,2010-07-04,2018-10-25,Termination,1
2465,South Asian,Health,Nurse,430.28,2008-04-25,2015-05-29,Resignation,0
2466,Western,Retail,Electrician,192.92,2009-09-09,2019-08-10,Resignation,0
2467,South Asian,Hospitality,Clerk,213.55,2010-08-16,2017-09-08,Resignation,0
2468,Southeast Asian,Construction,Electrician,248.86,2012-03-14,2017-12-23,Resignation,0
2469,South Asian,Logistics,Accountant,210.82,2007-03-19,2017-02-20,Termination,0
2470,South Asian,Oil & Gas,Electrician,204.67,2004-05-02,2014-11-18,Resignation,0
2471,Arab,Health,Manager,1037.99,2009-10-01,2019-08-09,Resignation,0
2472,Southeast Asian,Hospitality,IT Professional,422.51,2015-04-21,2020-07-19,Contract End,0
2473,Southeast Asian,Health,Electrician,166.35,2013-06-06,2017-10-05,Resignation,0
2474,Southeast Asian,Retail,Manager,702.72,2011-04-08,2019-11-03,Termination,1
2475,South Asian,Construction,Electrician,134.58,2012-07-20,2017-02-02,Resignation,1
2476,South Asian,Health,IT Professional,416.54,2014-04-22,2017-09-12,Termination,1
2477,Southeast Asian,Retail,Nurse,514.87,2009-12-11,2019-09-16,Resignation,0
2478,South Asian,IT,Accountant,430.0,2002-06-15,2012-12-19,Resignation,0
2479,South Asian,Logistics,Nurse,420.15,2006-04-02,2011-01-29,Termination,1
2480,South Asian,IT,Plumber,225.17,2020-04-13,2022-05-14,Contract End,0
2481,South Asian,Finance,Cook,151.1,2015-01-31,2021-07-17,Resignation,0
2482,South Asian,Construction,Nurse,428.66,2014-01-27,2019-06-07,Resignation,0
2483,Southeast Asian,Construction,Helper,146.45,2014-03-25,2024-10-09,Termination,0
2484,Southeast Asian,Finance,Cook,142.83,2013-04-22,2022-02-02,Resignation,0
2485,South Asian,Construction,Cook,133.73,2015-12-08,2021-08-31,Contract End,0
2486,South Asian,Construction,Helper,133.46,2008-02-24,2010-08-23,Contract End,0
2487,South Asian,IT,Accountant,363.07,2004-05-29,2011-04-22,Resignation,0
2488,South Asian,Hospitality,Cook,202.95,2017-03-23,2023-05-15,Resignation,0
2489,Arab,Logistics,Helper,112.03,2009-05-19,2019-11-06,Termination,0
2490,South Asian,Finance,Helper,109.5,2007-05-01,2012-06-22,Termination,0
2491,Arab,Retail,Electrician,164.11,2013-05-10,2017-08-30,Termination,1
2492,South Asian,IT,Manager,1997.04,2018-05-24,2023-09-07,Resignation,0
2493,South Asian,IT,Clerk,196.64,2013-04-24,2015-05-26,Resignation,0
2494,Southeast Asian,Oil & Gas,IT Professional,447.35,2006-06-10,2010-03-29,Resignation,0
2495,South Asian,Logistics,Manager,1808.62,2006-02-05,2013-07-10,Termination,1
2496,Southeast Asian,Retail,Helper,126.25,2008-11-24,2013-01-25,Resignation,0
2497,Arab,Construction,Helper,130.19,2004-11-28,2010-01-18,Resignation,1
2498,South Asian,Construction,Helper,125.07,2011-11-20,2019-04-22,Resignation,0
2499,Arab,Finance,Electrician,138.5,2009-03-13,2011-10-03,Resignation,0
2500,South Asian,Retail,IT Professional,358.06,2019-07-12,2020-12-25,Resignation,0
2501,South Asian,Retail,Helper,102.28,2008-07-26,2010-06-12,Contract End,0
2502,South Asian,Health,Engineer,730.62,2017-05-29,2019-06-12,Resignation,0
2503,South Asian,Hospitality,Electrician,192.19,2011-11-12,2020-05-09,Resignation,0
2504,South Asian,Hospitality,Engineer,501.85,2013-06-20,2018-01-20,Termination,0
2505,Southeast Asian,Logistics,Accountant,321.12,2005-01-11,2013-07-17,Resignation,0
2506,South Asian,Oil & Gas,Nurse,527.02,2015-01-11,2020-12-02,Resignation,0
2507,Southeast Asian,Construction,Clerk,247.94,2013-11-16,2023-11-02,Termination,0
2508,South Asian,Retail,Helper,146.88,2014-07-24,2016-06-30,Termination,0
2509,Southeast Asian,Retail,Engineer,677.26,2003-12-02,2010-08-30,Resignation,0
2510,South Asian,Retail,Clerk,174.36,2007-03-15,2017-09-23,Resignation,0
2511,South Asian,Hospitality,Nurse,384.83,2006-01-05,2013-06-16,Termination,0
2512,South Asian,Hospitality,Nurse,365.95,2014-07-31,2017-05-02,Resignation,0
2513,Arab,Health,Cook,181.82,2017-10-26,2022-05-27,Termination,0
2514,South Asian,Construction,Plumber,241.08,1999-12-10,2010-08-30,Termination,0
2515,South Asian,Health,Manager,1804.11,2009-04-19,2016-02-18,Resignation,0
2516,Southeast Asian,Logistics,Plumber,166.03,2017-12-20,2021-10-20,Resignation,0
2517,South Asian,Finance,Labourer,107.57,2007-08-04,2016-04-28,Resignation,0
2518,South Asian,Hospitality,IT Professional,451.37,2008-05-12,2018-09-05,Termination,0
2519,South Asian,IT,Plumber,242.56,2005-08-24,2012-12-03,Resignation,0
2520,South Asian,Construction,Electrician,150.34,2010-11-12,2015-03-25,Resignation,0
2521,Southeast Asian,Oil & Gas,Driver,168.71,2021-09-11,2024-08-26,Termination,1
2522,South Asian,IT,IT Professional,798.9,2010-02-24,2019-07-24,Resignation,0
2523,South Asian,Hospitality,Accountant,403.68,2010-02-25,2017-04-17,Termination,0
2524,African,Retail,Accountant,443.24,2003-09-08,2014-09-19,Termination,0
2525,South Asian,Hospitality,Electrician,159.12,2013-11-03,2024-07-11,Termination,0
2526,South Asian,Construction,Nurse,461.29,2009-10-08,2020-05-15,Termination,0
2527,Arab,Hospitality,Accountant,377.98,2020-07-30,2022-01-28,Contract End,1
2528,South Asian,Retail,Cook,125.21,2002-08-07,2014-01-11,Resignation,1
2529,South Asian,Logistics,Labourer,116.24,2001-08-25,2012-01-26,Resignation,0
2530,Southeast Asian,Retail,Labourer,113.13,2015-06-23,2019-03-12,Termination,1
2531,South Asian,Health,Helper,145.11,2006-08-08,2010-02-01,Contract End,0
2532,Arab,Finance,Driver,170.86,2013-09-27,2015-10-25,Termination,0
2533,Arab,IT,Clerk,158.9,2016-10-26,2018-05-26,Termination,1
2534,Arab,Logistics,Accountant,211.93,2011-06-10,2020-04-29,Resignation,0
2535,South Asian,Health,Electrician,134.5,2008-12-23,2015-10-24,Termination,0
2536,South Asian,Logistics,Accountant,296.82,2008-08-06,2016-07-16,Termination,0
2537,Arab,IT,Clerk,178.55,2018-09-13,2019-11-28,Resignation,1
2538,South Asian,Hospitality,Labourer,100.12,2008-12-07,2010-12-08,Resignation,0
2539,African,Oil & Gas,Helper,134.04,2020-12-05,2023-02-21,Resignation,0
2540,South Asian,Construction,Accountant,271.99,2009-03-23,2010-10-17,Resignation,0
2541,South Asian,Construction,Electrician,159.99,2011-12-25,2015-05-29,Resignation,0
2542,South Asian,Oil & Gas,Electrician,136.65,2011-06-24,2014-10-17,Resignation,0
2543,African,Health,Electrician,185.19,2008-11-29,2017-08-27,Termination,0
2544,South Asian,Construction,Labourer,127.93,2007-12-22,2016-12-13,Termination,0
2545,South Asian,Oil & Gas,Manager,1114.25,2014-08-20,2016-12-27,Resignation,0
2546,African,Finance,Engineer,903.23,2005-09-28,2017-08-10,Resignation,0
2547,African,Retail,Electrician,189.74,2015-02-09,2018-11-16,Termination,0
2548,South Asian,Logistics,Accountant,270.62,2006-10-03,2015-12-18,Contract End,0
2549,South Asian,Construction,IT Professional,511.13,2019-03-13,2022-10-15,Resignation,0
